timeAt,seconds
2023-01-14T21:37:52.841Z,1.328
2023-01-14T21:37:54.160Z,1.332
2023-01-14T21:37:55.483Z,1.34
2023-01-14T21:37:56.794Z,1.326
2023-01-14T21:37:58.118Z,1.336
2023-01-14T21:37:59.564Z,1.461
2023-01-14T21:38:00.878Z,1.329
2023-01-14T21:38:02.194Z,1.329
2023-01-14T21:38:03.505Z,1.329
2023-01-14T21:38:04.817Z,1.326
2023-01-14T21:38:06.263Z,1.46
2023-01-14T21:38:07.580Z,1.332
2023-01-14T21:38:08.893Z,1.326
2023-01-14T21:38:10.210Z,1.33
2023-01-14T21:38:11.533Z,1.335
2023-01-14T21:38:12.857Z,1.34
2023-01-14T21:38:14.174Z,1.334
2023-01-14T21:38:15.491Z,1.33
2023-01-14T21:38:16.799Z,1.318
2023-01-14T21:38:18.118Z,1.329
2023-01-14T21:38:19.437Z,1.332
2023-01-14T21:38:20.749Z,1.327
2023-01-14T21:38:22.069Z,1.332
2023-01-14T21:38:23.389Z,1.33
2023-01-14T21:38:24.702Z,1.326
2023-01-14T21:38:26.018Z,1.327
2023-01-14T21:38:27.324Z,1.318
2023-01-14T21:38:28.632Z,1.317
2023-01-14T21:38:29.947Z,1.327
2023-01-14T21:38:31.258Z,1.324
2023-01-14T21:38:32.570Z,1.326
2023-01-14T21:38:33.888Z,1.329
2023-01-14T21:38:35.205Z,1.332
2023-01-14T21:38:36.517Z,1.323
2023-01-14T21:38:37.838Z,1.335
2023-01-14T21:38:39.150Z,1.326
2023-01-14T21:38:40.459Z,1.323
2023-01-14T21:38:41.779Z,1.332
2023-01-14T21:38:43.090Z,1.324
2023-01-14T21:38:44.400Z,1.325
2023-01-14T21:38:45.707Z,1.319
2023-01-14T21:38:47.014Z,1.318
2023-01-14T21:38:48.324Z,1.322
2023-01-14T21:38:49.632Z,1.321
2023-01-14T21:38:50.951Z,1.331
2023-01-14T21:38:52.266Z,1.331
2023-01-14T21:38:53.573Z,1.319
2023-01-14T21:38:54.893Z,1.33
2023-01-14T21:38:56.207Z,1.333
2023-01-14T21:38:57.526Z,1.33
2023-01-14T21:38:58.830Z,1.316
2023-01-14T21:39:00.150Z,1.33
2023-01-14T21:39:01.456Z,1.318
2023-01-14T21:39:02.768Z,1.325
2023-01-14T21:39:04.091Z,1.335
2023-01-14T21:39:05.413Z,1.331
2023-01-14T21:39:06.724Z,1.323
2023-01-14T21:39:08.030Z,1.319
2023-01-14T21:39:09.349Z,1.329
2023-01-14T21:39:10.655Z,1.319
2023-01-14T21:39:11.962Z,1.318
2023-01-14T21:39:13.269Z,1.319
2023-01-14T21:39:14.583Z,1.327
2023-01-14T21:39:15.894Z,1.323
2023-01-14T21:39:17.209Z,1.328
2023-01-14T21:39:18.518Z,1.321
2023-01-14T21:39:19.826Z,1.322
2023-01-14T21:39:21.137Z,1.323
2023-01-14T21:39:22.458Z,1.335
2023-01-14T21:39:23.768Z,1.324
2023-01-14T21:39:25.077Z,1.323
2023-01-14T21:39:26.386Z,1.319
2023-01-14T21:39:27.698Z,1.325
2023-01-14T21:39:29.003Z,1.318
2023-01-14T21:39:30.320Z,1.327
2023-01-14T21:39:31.631Z,1.324
2023-01-14T21:39:32.941Z,1.322
2023-01-14T21:39:34.260Z,1.329
2023-01-14T21:39:35.572Z,1.327
2023-01-14T21:39:36.885Z,1.323
2023-01-14T21:39:38.197Z,1.325
2023-01-14T21:39:39.514Z,1.327
2023-01-14T21:39:40.828Z,1.327
2023-01-14T21:39:42.148Z,1.331
2023-01-14T21:39:43.462Z,1.327
2023-01-14T21:39:44.770Z,1.321
2023-01-14T21:39:46.086Z,1.329
2023-01-14T21:39:47.404Z,1.33
2023-01-14T21:39:48.717Z,1.324
2023-01-14T21:39:50.026Z,1.323
2023-01-14T21:39:51.336Z,1.321
2023-01-14T21:39:52.655Z,1.331
2023-01-14T21:39:53.967Z,1.324
2023-01-14T21:39:55.277Z,1.322
2023-01-14T21:39:56.588Z,1.323
2023-01-14T21:39:57.902Z,1.327
2023-01-14T21:39:59.219Z,1.33
2023-01-14T21:40:00.526Z,1.32
2023-01-14T21:40:01.841Z,1.326
2023-01-14T21:40:03.158Z,1.331
2023-01-14T21:40:04.476Z,1.33
2023-01-14T21:40:05.793Z,1.33
2023-01-14T21:40:07.105Z,1.325
2023-01-14T21:40:08.423Z,1.332
2023-01-14T21:40:09.734Z,1.324
2023-01-14T21:40:11.043Z,1.323
2023-01-14T21:40:12.353Z,1.323
2023-01-14T21:40:13.665Z,1.325
2023-01-14T21:40:14.976Z,1.322
2023-01-14T21:40:16.284Z,1.319
2023-01-14T21:40:17.590Z,1.319
2023-01-14T21:40:18.906Z,1.327
2023-01-14T21:40:20.215Z,1.323
2023-01-14T21:40:21.394Z,1.191
2023-01-14T21:40:22.705Z,1.325
2023-01-14T21:40:24.015Z,1.324
2023-01-14T21:40:25.327Z,1.324
2023-01-14T21:40:26.646Z,1.333
2023-01-14T21:40:27.958Z,1.327
2023-01-14T21:40:29.269Z,1.322
2023-01-14T21:40:30.581Z,1.324
2023-01-14T21:40:31.895Z,1.324
2023-01-14T21:40:33.206Z,1.322
2023-01-14T21:40:34.523Z,1.33
2023-01-14T21:40:35.707Z,1.193
2023-01-14T21:40:37.016Z,1.321
2023-01-14T21:40:38.321Z,1.319
2023-01-14T21:40:39.633Z,1.32
2023-01-14T21:40:40.948Z,1.331
2023-01-14T21:40:42.265Z,1.326
2023-01-14T21:40:43.575Z,1.325
2023-01-14T21:40:44.887Z,1.324
2023-01-14T21:40:46.205Z,1.332
2023-01-14T21:40:47.517Z,1.328
2023-01-14T21:40:48.844Z,1.34
2023-01-14T21:40:50.158Z,1.329
2023-01-14T21:40:51.471Z,1.324
2023-01-14T21:40:52.783Z,1.326
2023-01-14T21:40:54.096Z,1.325
2023-01-14T21:40:55.409Z,1.324
2023-01-14T21:40:56.714Z,1.315
2023-01-14T21:40:58.033Z,1.33
2023-01-14T21:40:59.351Z,1.332
2023-01-14T21:41:00.663Z,1.326
2023-01-14T21:41:01.975Z,1.323
2023-01-14T21:41:03.282Z,1.321
2023-01-14T21:41:04.595Z,1.324
2023-01-14T21:41:05.902Z,1.319
2023-01-14T21:41:07.210Z,1.32
2023-01-14T21:41:08.519Z,1.32
2023-01-14T21:41:09.837Z,1.331
2023-01-14T21:41:11.150Z,1.327
2023-01-14T21:41:12.457Z,1.321
2023-01-14T21:41:13.764Z,1.319
2023-01-14T21:41:15.074Z,1.323
2023-01-14T21:41:16.382Z,1.32
2023-01-14T21:41:17.689Z,1.32
2023-01-14T21:41:19.000Z,1.322
2023-01-14T21:41:20.316Z,1.33
2023-01-14T21:41:21.626Z,1.321
2023-01-14T21:41:22.935Z,1.321
2023-01-14T21:41:24.244Z,1.321
2023-01-14T21:41:25.555Z,1.323
2023-01-14T21:41:26.876Z,1.334
2023-01-14T21:41:28.193Z,1.331
2023-01-14T21:41:29.502Z,1.322
2023-01-14T21:41:30.818Z,1.328
2023-01-14T21:41:32.133Z,1.328
2023-01-14T21:41:33.441Z,1.321
2023-01-14T21:41:34.750Z,1.319
2023-01-14T21:41:36.064Z,1.327
2023-01-14T21:41:37.385Z,1.331
2023-01-14T21:41:38.694Z,1.32
2023-01-14T21:41:40.003Z,1.32
2023-01-14T21:41:41.312Z,1.323
2023-01-14T21:41:42.624Z,1.323
2023-01-14T21:41:43.937Z,1.324
2023-01-14T21:41:45.244Z,1.321
2023-01-14T21:41:46.563Z,1.33
2023-01-14T21:41:47.875Z,1.324
2023-01-14T21:41:49.186Z,1.323
2023-01-14T21:41:50.506Z,1.329
2023-01-14T21:41:51.814Z,1.322
2023-01-14T21:41:53.133Z,1.328
2023-01-14T21:41:54.443Z,1.322
2023-01-14T21:41:55.759Z,1.327
2023-01-14T21:41:57.071Z,1.323
2023-01-14T21:41:58.384Z,1.324
2023-01-14T21:41:59.693Z,1.319
2023-01-14T21:42:01.005Z,1.321
2023-01-14T21:42:02.317Z,1.326
2023-01-14T21:42:03.638Z,1.333
2023-01-14T21:42:04.954Z,1.329
2023-01-14T21:42:06.270Z,1.328
2023-01-14T21:42:07.576Z,1.316
2023-01-14T21:42:08.892Z,1.327
2023-01-14T21:42:10.206Z,1.328
2023-01-14T21:42:11.516Z,1.324
2023-01-14T21:42:12.832Z,1.327
2023-01-14T21:42:14.145Z,1.327
2023-01-14T21:42:15.459Z,1.326
2023-01-14T21:42:16.765Z,1.319
2023-01-14T21:42:18.082Z,1.328
2023-01-14T21:42:19.400Z,1.33
2023-01-14T21:42:20.722Z,1.333
2023-01-14T21:42:22.044Z,1.346
2023-01-14T21:42:23.356Z,1.326
2023-01-14T21:42:24.668Z,1.324
2023-01-14T21:42:25.980Z,1.328
2023-01-14T21:42:27.297Z,1.329
2023-01-14T21:42:28.606Z,1.322
2023-01-14T21:42:29.914Z,1.319
2023-01-14T21:42:31.224Z,1.322
2023-01-14T21:42:32.543Z,1.331
2023-01-14T21:42:33.853Z,1.326
2023-01-14T21:42:35.159Z,1.319
2023-01-14T21:42:36.469Z,1.32
2023-01-14T21:42:37.790Z,1.335
2023-01-14T21:42:39.110Z,1.332
2023-01-14T21:42:40.421Z,1.324
2023-01-14T21:42:41.729Z,1.321
2023-01-14T21:42:43.037Z,1.321
2023-01-14T21:42:44.355Z,1.328
2023-01-14T21:42:45.682Z,1.34
2023-01-14T21:42:46.994Z,1.33
2023-01-14T21:42:48.312Z,1.33
2023-01-14T21:42:49.624Z,1.327
2023-01-14T21:42:50.942Z,1.33
2023-01-14T21:42:52.258Z,1.331
2023-01-14T21:42:53.572Z,1.328
2023-01-14T21:42:54.881Z,1.323
2023-01-14T21:42:56.191Z,1.324
2023-01-14T21:42:57.508Z,1.328
2023-01-14T21:42:58.826Z,1.332
2023-01-14T21:43:00.140Z,1.327
2023-01-14T21:43:01.447Z,1.32
2023-01-14T21:43:02.757Z,1.322
2023-01-14T21:43:04.065Z,1.32
2023-01-14T21:43:05.377Z,1.324
2023-01-14T21:43:06.682Z,1.314
2023-01-14T21:43:08.001Z,1.33
2023-01-14T21:43:09.316Z,1.327
2023-01-14T21:43:10.628Z,1.326
2023-01-14T21:43:11.938Z,1.319
2023-01-14T21:43:13.246Z,1.322
2023-01-14T21:43:14.551Z,1.315
2023-01-14T21:43:15.864Z,1.322
2023-01-14T21:43:17.176Z,1.325
2023-01-14T21:43:18.483Z,1.316
2023-01-14T21:43:19.802Z,1.33
2023-01-14T21:43:21.113Z,1.325
2023-01-14T21:43:22.426Z,1.328
2023-01-14T21:43:23.748Z,1.334
2023-01-14T21:43:25.058Z,1.322
2023-01-14T21:43:26.371Z,1.325
2023-01-14T21:43:27.688Z,1.327
2023-01-14T21:43:28.996Z,1.322
2023-01-14T21:43:30.317Z,1.331
2023-01-14T21:43:31.627Z,1.324
2023-01-14T21:43:32.949Z,1.333
2023-01-14T21:43:34.261Z,1.326
2023-01-14T21:43:35.571Z,1.322
2023-01-14T21:43:36.885Z,1.329
2023-01-14T21:43:38.196Z,1.324
2023-01-14T21:43:39.514Z,1.329
2023-01-14T21:43:40.824Z,1.323
2023-01-14T21:43:42.138Z,1.327
2023-01-14T21:43:43.447Z,1.324
2023-01-14T21:43:44.755Z,1.32
2023-01-14T21:43:46.073Z,1.328
2023-01-14T21:43:47.384Z,1.328
2023-01-14T21:43:48.695Z,1.323
2023-01-14T21:43:50.001Z,1.319
2023-01-14T21:43:51.318Z,1.327
2023-01-14T21:43:52.626Z,1.32
2023-01-14T21:43:53.940Z,1.327
2023-01-14T21:43:55.249Z,1.324
2023-01-14T21:43:56.559Z,1.321
2023-01-14T21:43:57.871Z,1.325
2023-01-14T21:43:59.184Z,1.325
2023-01-14T21:44:00.496Z,1.325
2023-01-14T21:44:01.812Z,1.328
2023-01-14T21:44:03.125Z,1.325
2023-01-14T21:44:04.441Z,1.327
2023-01-14T21:44:05.752Z,1.324
2023-01-14T21:44:07.069Z,1.326
2023-01-14T21:44:08.386Z,1.33
2023-01-14T21:44:09.698Z,1.326
2023-01-14T21:44:11.002Z,1.319
2023-01-14T21:44:12.318Z,1.325
2023-01-14T21:44:13.627Z,1.321
2023-01-14T21:44:14.935Z,1.317
2023-01-14T21:44:16.251Z,1.326
2023-01-14T21:44:17.567Z,1.327
2023-01-14T21:44:18.886Z,1.329
2023-01-14T21:44:20.196Z,1.323
2023-01-14T21:44:21.504Z,1.321
2023-01-14T21:44:22.815Z,1.32
2023-01-14T21:44:24.133Z,1.331
2023-01-14T21:44:25.443Z,1.325
2023-01-14T21:44:26.753Z,1.321
2023-01-14T21:44:28.073Z,1.332
2023-01-14T21:44:29.385Z,1.324
2023-01-14T21:44:30.693Z,1.324
2023-01-14T21:44:32.003Z,1.323
2023-01-14T21:44:33.324Z,1.33
2023-01-14T21:44:34.638Z,1.325
2023-01-14T21:44:35.953Z,1.327
2023-01-14T21:44:37.269Z,1.329
2023-01-14T21:44:38.583Z,1.326
2023-01-14T21:44:39.901Z,1.329
2023-01-14T21:44:41.210Z,1.324
2023-01-14T21:44:42.543Z,1.343
2023-01-14T21:44:43.858Z,1.332
2023-01-14T21:44:45.170Z,1.326
2023-01-14T21:44:46.485Z,1.325
2023-01-14T21:44:47.801Z,1.327
2023-01-14T21:44:49.110Z,1.323
2023-01-14T21:44:50.421Z,1.322
2023-01-14T21:44:51.737Z,1.327
2023-01-14T21:44:53.047Z,1.325
2023-01-14T21:44:54.360Z,1.327
2023-01-14T21:44:55.666Z,1.319
2023-01-14T21:44:56.975Z,1.32
2023-01-14T21:44:58.281Z,1.316
2023-01-14T21:44:59.589Z,1.318
2023-01-14T21:45:00.901Z,1.321
2023-01-14T21:45:02.218Z,1.329
2023-01-14T21:45:03.536Z,1.328
2023-01-14T21:45:04.849Z,1.325
2023-01-14T21:45:06.162Z,1.327
2023-01-14T21:45:07.477Z,1.324
2023-01-14T21:45:08.790Z,1.325
2023-01-14T21:45:10.101Z,1.322
2023-01-14T21:45:11.410Z,1.321

Done! Average time: 1.313 seconds
